# peak_timing_summary avg_return_to_form_index=8.02952232932637, median_return_to_form_index=3.1721744504927054
# peak_timing_status_counts no_baseline:429 | not_improving:616 | return_to_form:332 | already_better:110 | outside_window:137
# peak_timing_early_peakers Putnam, Andrew (0.0, seasons=5) | van Rooyen, Erik (0.0, seasons=5) | Martin, Ben (0.0, seasons=5)
# peak_timing_late_peakers Phillips, Chandler (342.0, seasons=2) | Simpson, Webb (285.7, seasons=5) | Wilkinson, Tim (109.1, seasons=2)
# peak_timing_example Putnam, Andrew tends to reach baseline by event 0.0 (based on 5 seasons), indicating early-season readiness.
# peak_timing_example van Rooyen, Erik tends to reach baseline by event 0.0 (based on 5 seasons), indicating early-season readiness.
# peak_timing_example Martin, Ben tends to reach baseline by event 0.0 (based on 5 seasons), indicating early-season readiness.
# peak_timing_example Phillips, Chandler typically reaches baseline after event 6 (avg 342.0 over 2 seasons), suggesting a later peak.
# peak_timing_example Simpson, Webb typically reaches baseline after event 6 (avg 285.7 over 5 seasons), suggesting a later peak.
# peak_timing_example Wilkinson, Tim typically reaches baseline after event 6 (avg 109.1 over 2 seasons), suggesting a later peak.
dg_id,player_name,seasons,avg_slope,avg_r,avg_return_to_form,return_to_form_count,trend
13872,"Bradley, Keegan",5,0.258263,0.248122,2.231,2,fast_starter
17543,"Kim, Michael",5,-0.142613,-0.070518,1.426,2,slow_starter
10943,"Lashley, Nate",5,0.157353,0.104351,2.039,2,fast_starter
23542,"Champ, Cameron",5,0.039740,0.008228,2.539,3,fast_starter
16433,"NeSmith, Matthew",5,0.170191,0.110857,6.461,2,fast_starter
7881,"Kang, Sung",5,0.160107,0.155996,1.424,3,fast_starter
14698,"Bramlett, Joseph",5,0.064880,-0.038973,3.817,1,fast_starter
5768,"Hoffman, Charley",5,-0.230882,-0.191018,7.334,1,slow_starter
19895,"Schauffele, Xander",5,-0.110110,-0.155874,6.243,2,slow_starter
14636,"Spieth, Jordan",5,-0.004914,-0.018114,4.337,2,slow_starter
10091,"McIlroy, Rory",5,0.024050,0.117601,1.462,3,fast_starter
14139,"Thomas, Justin",5,-0.098997,-0.059138,5.226,2,slow_starter
19195,"Rahm, Jon",5,0.089361,-0.073478,2.964,1,fast_starter
17576,"Conners, Corey",5,0.093290,0.218220,9.223,3,fast_starter
19428,"Zalatoris, Will",5,-0.064001,-0.104512,3.648,2,slow_starter
12425,"Todd, Brendon",5,-0.362511,-0.373818,,0,slow_starter
7820,"Palmer, Ryan",5,-0.414570,-0.455224,,0,slow_starter
19865,"Hardy, Nick",5,-0.247469,-0.342714,11.507,1,slow_starter
11049,"Simpson, Webb",5,0.023431,0.129301,285.688,3,fast_starter
13562,"Matsuyama, Hideki",5,0.023912,-0.050850,3.874,1,fast_starter
6169,"Kuchar, Matt",5,-0.168271,-0.231645,,0,slow_starter
11276,"Horschel, Billy",5,0.099259,0.142018,6.829,2,fast_starter
19872,"Riley, Davis",5,0.319986,0.322730,8.888,3,fast_starter
11955,"Frittelli, Dylan",5,0.351968,0.264354,3.282,3,fast_starter
14577,"English, Harris",5,0.000785,0.015861,6.937,3,fast_starter
9771,"Day, Jason",5,-0.048110,-0.195943,,0,slow_starter
14852,"Streb, Robert",5,0.055916,0.088346,23.500,3,fast_starter
17365,"Mitchell, Keith",5,-0.084453,-0.178523,0.000,1,slow_starter
14140,"Higgs, Harry",5,0.055456,0.044176,2.060,3,fast_starter
5716,"Harrington, Padraig",5,-0.087623,-0.095032,5.330,2,slow_starter
18841,"Hovland, Viktor",5,0.193033,0.188467,4.748,3,fast_starter
6430,"Scott, Adam",5,-0.211806,-0.350066,,0,slow_starter
15556,"Hughes, Mackenzie",5,-0.065820,-0.110056,10.646,1,slow_starter
15856,"Smith, Cameron",5,-0.132411,0.010260,1.269,1,slow_starter
26651,"Young, Cameron",5,0.295687,0.332746,29.199,4,fast_starter
13508,"Vegas, Jhonattan",5,-0.057706,-0.068036,12.619,2,slow_starter
10423,"Brehm, Ryan",5,-0.244610,-0.084056,6.098,2,slow_starter
10104,"Power, Seamus",5,-0.007570,0.040542,10.330,2,slow_starter
13305,"Chappell, Kevin",5,0.087705,0.199568,3.289,2,fast_starter
6931,"Byrd, Jonathan",5,0.337158,0.443104,3.930,3,fast_starter
16841,"Lee, Min Woo",5,-0.091068,-0.108560,3.213,1,slow_starter
18079,"Niemann, Joaquin",5,-0.226990,-0.275450,2.030,1,slow_starter
22085,"Morikawa, Collin",5,-0.216959,-0.245429,,0,slow_starter
11328,"Kisner, Kevin",5,-0.043033,-0.031727,7.360,2,slow_starter
21236,"Bryan, Wesley",5,0.193061,0.127087,3.772,3,fast_starter
17646,"Fitzpatrick, Matthew",5,-0.186779,-0.270700,,0,slow_starter
12422,"Johnson, Dustin",5,0.319011,0.162137,3.720,2,fast_starter
19841,"DeChambeau, Bryson",5,-0.284827,-0.190215,0.000,1,slow_starter
18103,"Bezuidenhout, Christiaan",5,-0.037831,-0.075929,7.662,2,slow_starter
12294,"Fleetwood, Tommy",5,0.185741,0.282419,3.129,3,fast_starter
20706,"Wallace, Matt",5,0.506062,0.501941,6.133,4,fast_starter
14796,"Hatton, Tyrrell",5,-0.150129,-0.235099,1.122,1,slow_starter
12920,"Willett, Danny",5,0.188575,0.344212,1.928,4,fast_starter
23323,"MacIntyre, Robert",5,0.250786,0.134351,4.366,2,fast_starter
20730,"Perez, Victor",5,0.119051,0.137143,1.550,4,fast_starter
13900,"Lowry, Shane",5,0.342482,0.352358,2.469,3,fast_starter
20722,"Schmid, Matthias",5,-0.006786,-0.079234,4.343,1,slow_starter
6093,"Rose, Justin",5,-0.216654,-0.262923,4.291,1,slow_starter
25213,"Wu, Brandon",5,0.657616,0.137216,1.331,3,fast_starter
18474,"Smalley, Alex",5,-0.243716,-0.294087,0.000,1,slow_starter
26653,"Eckroat, Austin",5,-0.012835,-0.002580,3.421,2,slow_starter
27364,"Thompson, Davis",5,-0.153003,-0.063061,2.307,2,slow_starter
18554,"Rai, Aaron",5,0.051157,0.102503,2.698,2,fast_starter
16394,"Jaeger, Stephan",5,0.057550,0.135983,2.070,3,fast_starter
25157,"Hodges, Lee",5,0.020337,-0.030989,6.357,2,fast_starter
23014,"Theegala, Sahith",5,0.228085,0.349990,3.240,3,fast_starter
18761,"Mullinax, Trey",5,-0.179979,-0.168649,8.400,2,slow_starter
19840,"Ramey, Chad",5,0.120206,0.162511,6.187,3,fast_starter
21944,"Moore, Taylor",5,0.223262,0.144968,9.110,2,fast_starter
23482,"Sigg, Greyson",5,-0.111856,-0.162163,2.542,1,slow_starter
13997,"Svensson, Adam",5,0.075500,0.050258,5.399,2,fast_starter
15980,"Lipsky, David",5,-0.022697,-0.036293,5.657,1,slow_starter
17780,"Pendrith, Taylor",5,-0.161654,-0.130351,4.771,1,slow_starter
24342,"Higgo, Garrick",5,-0.319137,-0.293153,2.643,1,slow_starter
21756,"Cole, Eric",5,-0.367014,-0.155273,2.958,1,slow_starter
23838,"Hojgaard, Rasmus",5,-0.200176,-0.064555,18.900,2,slow_starter
14181,"Detry, Thomas",5,-0.524709,-0.470648,,0,slow_starter
21891,"Kitayama, Kurt",5,0.132191,-0.022935,2.899,2,fast_starter
25363,"Buckley, Hayden",5,-0.221750,-0.197007,20.695,2,slow_starter
17881,"Yu, Kevin",5,-0.072718,-0.002251,1.451,2,slow_starter
23475,"Novak, Andrew",5,0.480822,0.472537,3.070,3,fast_starter
25002,"Wu, Dylan",5,-0.066715,-0.147643,1.688,2,slow_starter
17723,"Lower, Justin",5,0.252957,0.062104,2.319,2,fast_starter
12169,"Gainey, Tommy",5,-0.029090,-0.153108,3.277,2,slow_starter
19364,"Werenski, Richy",4,0.132321,0.157686,4.804,1,fast_starter
12069,"Stanley, Kyle",4,0.562305,0.341465,4.050,2,fast_starter
11082,"Burgoon, Bronson",4,-0.256205,-0.261017,3.443,1,slow_starter
14050,"Sloan, Roger",4,0.193853,0.372240,2.764,2,fast_starter
13022,"Stuard, Brian",4,0.100830,0.122690,7.599,3,fast_starter
7340,"Hearn, David",4,-1.123012,-0.389363,20.377,1,slow_starter
14000,"Landry, Andrew",4,0.298587,0.414915,4.791,2,fast_starter
15473,"Long, Adam",4,0.123592,0.174099,3.506,3,fast_starter
24481,"Redman, Doc",4,-0.103772,-0.214743,,0,slow_starter
7489,"Moore, Ryan",4,0.088539,0.108150,10.136,3,fast_starter
12359,"Stallings, Scott",4,-0.469330,-0.648838,,0,slow_starter
26096,"Bhatia, Akshay",4,-0.463247,-0.575789,,0,slow_starter
19948,"Taylor, Ben",4,0.098714,0.107918,4.913,3,fast_starter
14838,"Reed, Patrick",4,-0.523526,-0.452188,,0,slow_starter
15852,"Kraft, Kelly",4,-0.040775,-0.147398,3.379,2,slow_starter
7626,"O'Hair, Sean",4,-0.050814,0.010093,2.228,1,slow_starter
14655,"Murray, Grayson",4,0.019176,0.028259,,0,fast_starter
22051,"Wise, Aaron",4,0.016080,0.086388,4.954,1,fast_starter
15634,"Trainer, Martin",4,-0.433200,-0.326771,0.672,1,slow_starter
13404,"Gligic, Michael",4,0.385365,0.434969,4.408,3,fast_starter
12909,"Campos, Rafael",4,-0.443551,-0.170026,5.530,1,slow_starter
5665,"Cink, Stewart",4,-0.425558,-0.414196,5.760,1,slow_starter
17606,"Berger, Daniel",4,-0.096298,-0.064320,2.325,1,slow_starter
12477,"McGirt, William",4,0.090777,0.192516,3.838,2,fast_starter
22050,"Suh, Justin",4,0.029980,0.138161,1.925,2,fast_starter
6761,"Points, D.A.",4,-0.337436,-0.350635,4.769,1,slow_starter
10081,"Bae, Sangmoon",4,-0.168064,-0.232701,0.000,1,slow_starter
19729,"Kanaya, Takumi",4,0.233568,0.054383,1.605,1,fast_starter
17068,"Daffue, MJ",4,0.205755,0.361600,3.841,2,fast_starter
6419,"McNeill, George",4,-0.308009,-0.306909,,0,slow_starter
23505,"McGreevy, Max",4,0.453632,0.444945,3.330,2,fast_starter
15004,"Kim, Chan",4,0.053513,0.060339,7.586,2,fast_starter
19190,"Hoshino, Rikuya",4,0.796442,0.347648,3.695,3,fast_starter
17357,"Migliozzi, Guido",4,-0.088046,-0.052745,3.615,2,slow_starter
27820,"Pak, John",4,-0.042784,0.033959,1.816,1,slow_starter
7305,"Gutschewski, Scott",4,0.083348,0.190888,5.593,3,fast_starter
16395,"Kohles, Ben",4,-0.002892,0.010799,0.000,2,slow_starter
20519,"Tarren, Callum",4,-0.224457,-0.286687,0.000,1,slow_starter
10873,"Skinns, David",4,0.237427,0.106113,0.000,1,fast_starter
22985,"Smotherman, Austin",4,0.198002,0.205278,5.718,2,fast_starter
17381,"Silverman, Ben",4,0.000860,0.156295,4.208,3,fast_starter
25442,"Montgomery, Taylor",4,-0.233964,-0.212513,0.469,2,slow_starter
21074,"Nakajima, Keita",4,0.095467,0.249601,4.066,3,fast_starter
23602,"Hojgaard, Nicolai",4,-0.549379,-0.550355,,0,slow_starter
25569,"Stevens, Sam",4,-0.092846,-0.313682,1.308,1,slow_starter
23599,"Westmoreland, Kyle",4,0.325222,0.360562,3.779,4,fast_starter
24968,"Griffin, Ben",4,-0.116856,-0.183426,,0,slow_starter
17266,"Yuan, Carl",4,-0.130036,-0.105828,0.820,1,slow_starter
17639,"Blair, Zac",4,0.007597,-0.022226,3.059,1,fast_starter
22833,"Echavarria, Nico",4,-0.021406,-0.021123,,0,slow_starter
23656,"Young, Carson",4,-0.130241,-0.081993,0.821,2,slow_starter
21235,"Albertson, Anders",4,-0.257006,0.068770,0.000,3,slow_starter
11889,"Fox, Ryan",4,0.002003,-0.015054,1.243,2,fast_starter
26649,"Thorbjornsen, Michael",4,-0.094352,0.014392,11.490,2,slow_starter
19208,"Endycott, Harrison",4,-0.092976,-0.107551,3.996,1,slow_starter
22535,"Norrman, Vincent",4,0.161075,0.142285,4.324,2,fast_starter
17508,"Gribble, Cody",4,0.196760,0.188219,4.558,3,fast_starter
18238,"Ancer, Abraham",3,0.402343,0.530293,5.094,2,fast_starter
12946,"Thompson, Michael",3,-0.407658,-0.450167,,0,slow_starter
6283,"Sabbatini, Rory",3,-0.070566,-0.088082,3.996,1,slow_starter
11019,"Steele, Brendan",3,0.012451,-0.094904,6.992,1,fast_starter
18580,"Gooch, Talor",3,-0.383980,-0.372809,,0,slow_starter
21237,"Hickok, Kramer",3,-0.357717,-0.184638,1.094,1,slow_starter
8085,"Teater, Josh",3,-0.564318,-0.614076,,0,slow_starter
21943,"Lebioda, Hank",3,0.004946,-0.128728,3.415,1,fast_starter
11826,"Lee, Danny",3,-0.344765,-0.313785,,0,slow_starter
5951,"Gay, Brian",3,-0.304909,-0.256451,,0,slow_starter
8571,"Gomez, Fabian",3,0.144717,0.002274,8.323,1,fast_starter
7602,"Stadler, Kevin",3,0.001421,-0.015523,10.943,2,fast_starter
13531,"Kodaira, Satoshi",3,-0.101594,0.001921,,0,slow_starter
8769,"Potter, Jr., Ted",3,0.366340,0.394368,16.595,2,fast_starter
5874,"Percy, Cameron",3,0.226860,0.216413,4.116,2,fast_starter
6457,"Van Pelt, Bo",3,-0.455424,-0.349779,,0,slow_starter
11330,"Brown, Scott",3,-0.187990,-0.138790,,0,slow_starter
8479,"Harrington, Scott",3,0.208502,0.377846,2.919,1,fast_starter
10185,"Every, Matt",3,-0.673110,-0.282425,,0,slow_starter
7959,"Holmes, J.B.",3,0.226501,0.374852,6.337,2,fast_starter
20770,"Munoz, Sebastian",3,0.290948,0.222706,2.875,1,fast_starter
1804,"Choi, K.J.",3,-0.752155,-0.467997,,0,slow_starter
7236,"Trahan, D.J.",3,-0.259345,-0.341017,,0,slow_starter
6846,"Barnes, Ricky",3,-0.233117,-0.047888,,0,slow_starter
5625,"Chalmers, Greg",3,-0.271197,-0.172934,0.000,1,slow_starter
5689,"Garcia, Sergio",3,0.256025,0.273089,2.727,1,fast_starter
3464,"Love III, Davis",3,1.428827,0.611749,9.729,2,fast_starter
17064,"Herbert, Lucas",3,0.291852,0.310202,3.496,1,fast_starter
25335,"Stallings Jr., Stephen",3,0.096783,0.073673,81.598,1,fast_starter
14815,"Lingmerth, David",3,-0.045329,-0.144403,5.927,1,slow_starter
19455,"Pereira, Mito",3,0.242326,0.235684,2.110,1,fast_starter
8182,"Blixt, Jonas",3,-0.091808,-0.120818,8.156,1,slow_starter
13944,"Pieters, Thomas",3,-0.204362,-0.179703,9.775,1,slow_starter
19864,"Hammer, Cole",3,-0.418352,-0.566161,,0,slow_starter
6222,"Henry, J.J.",3,-0.081217,-0.220471,0.000,1,slow_starter
9604,"Stroud, Chris",3,-0.034001,-0.100639,,0,slow_starter
15016,"Schwab, Matthias",3,0.321512,0.440696,5.150,1,fast_starter
16566,"Barjon, Paul",3,-0.221260,-0.028584,3.171,1,slow_starter
5701,"Atwal, Arjun",3,0.105852,0.100510,4.644,1,fast_starter
1805,"Johnson, Richard S.",3,-0.204777,-0.210249,,0,slow_starter
23816,"Valimaki, Sami",3,0.783315,0.571427,1.578,2,fast_starter
5183,"Uresti, Omar",3,-0.035950,-0.039403,0.000,1,slow_starter
19395,"Thompson, Curtis",3,0.241595,0.383306,1.835,2,fast_starter
6789,"Garrigus, Robert",3,-0.146596,0.032910,11.290,1,slow_starter
16711,"Ernst, Derek",3,-0.130601,-0.022384,,0,slow_starter
6674,"Crane, Ben",3,0.561399,0.558375,2.742,2,fast_starter
14424,"Burmester, Dean",3,0.239299,-0.038050,3.499,1,fast_starter
19898,"Paul, Yannik",3,0.755508,0.493525,3.412,2,fast_starter
27774,"Gotterup, Christopher",3,0.079845,0.142399,6.370,2,fast_starter
5321,"Woods, Tiger",3,-0.912883,-0.690454,,0,slow_starter
14002,"Alexander, Tyson",3,0.226202,0.107184,2.993,1,fast_starter
14799,"Barnes, Erik",3,-0.145877,-0.097090,,0,slow_starter
21688,"Kim, S.H.",3,-0.282794,-0.438334,,0,slow_starter
16039,"Haley II, Paul",3,-0.911871,-0.144664,4.055,1,slow_starter
16757,"Dou, Zecheng",3,-0.400481,-0.556165,,0,slow_starter
18424,"Roy, Kevin",3,0.308102,0.439739,0.157,2,fast_starter
22981,"Matthews, Brandon",3,-0.096306,0.056978,2.299,1,slow_starter
24562,"Knowles, Philip",3,-0.030642,-0.042762,3.116,2,slow_starter
21880,"Cone, Trevor",3,0.060988,0.067169,34.925,1,fast_starter
14196,"Meronk, Adrian",3,0.324973,0.235309,1.738,3,fast_starter
29433,"Bridgeman, Jacob",3,0.399780,0.605790,0.725,2,fast_starter
28309,"Coody, Pierceson",3,-0.075514,0.091208,8.724,2,slow_starter
23950,"Aberg, Ludvig",3,0.153010,0.280102,1.768,2,fast_starter
18105,"Lawrence, Thriston",3,0.062029,0.068958,29.291,2,fast_starter
27780,"Crowe, Trace",3,0.576513,0.263951,0.000,1,fast_starter
13412,"Olesen, Thorbjorn",3,0.266079,0.339508,1.569,2,fast_starter
18586,"Smith, Jordan",3,-0.064983,0.202014,1.534,2,slow_starter
19960,"Pavon, Matthieu",3,0.476819,0.422710,4.226,2,fast_starter
22760,"Hisatsune, Ryo",3,0.303442,0.097709,3.602,2,fast_starter
7108,"Casey, Paul",2,-0.225182,-0.334763,6.085,1,slow_starter
17509,"Seiffert, Chase",2,0.176121,0.203362,0.944,1,fast_starter
14081,"Hoag, Bo",2,0.071968,0.059551,10.536,1,fast_starter
8605,"Jones, Matt",2,-0.147685,-0.243898,,0,slow_starter
18695,"Hagy, Brandon",2,0.141176,-0.029984,,0,fast_starter
14606,"Huh, John",2,0.005375,-0.001237,6.583,1,fast_starter
17584,"McCumber, Tyler",2,-0.400294,-0.377034,,0,slow_starter
25919,"Wolff, Matthew",2,-0.970208,-0.488598,,0,slow_starter
7398,"Schwartzel, Charl",2,-0.116940,-0.146983,7.361,1,slow_starter
14013,"Tringale, Cameron",2,-0.344170,-0.141455,,0,slow_starter
6930,"Taylor, Vaughn",2,-0.081268,-0.115234,,0,slow_starter
12669,"Lahiri, Anirban",2,-0.323229,-0.510174,,0,slow_starter
7097,"Wilkinson, Tim",2,0.158025,0.326525,109.094,1,fast_starter
6762,"Perez, Pat",2,-0.116608,-0.195002,,0,slow_starter
6892,"Howell III, Charles",2,0.094546,0.091851,0.579,1,fast_starter
15651,"Ventura, Kristoffer",2,0.099421,0.155301,0.000,1,fast_starter
7452,"Na, Kevin",2,0.179664,0.171336,75.935,1,fast_starter
14706,"Swafford, Hudson",2,-0.883036,-0.659948,,0,slow_starter
14735,"Ortiz, Carlos",2,0.107664,0.125308,,0,fast_starter
7672,"Oosthuizen, Louis",2,-0.295164,-0.412006,,0,slow_starter
16602,"Varner III, Harold",2,0.305554,0.336142,4.033,1,fast_starter
7334,"Watson, Bubba",2,-0.013479,-0.022404,,0,slow_starter
7649,"Leishman, Marc",2,-0.379639,-0.586211,,0,slow_starter
12337,"Kokrak, Jason",2,0.339439,0.445863,,0,fast_starter
16382,"Knous, Jim",2,0.515068,0.321098,,0,fast_starter
2881,"Furyk, Jim",2,-0.170330,-0.257974,13.329,1,slow_starter
11952,"Grace, Branden",2,0.341857,0.348217,10.628,1,fast_starter
11357,"Uihlein, Peter",2,-0.043387,-0.035202,3.544,1,slow_starter
12321,"Aphibarnrat, Kiradech",2,-0.022088,-0.143554,0.000,1,slow_starter
9643,"Blaum, Ryan",2,0.244384,-0.150018,0.847,1,fast_starter
7927,"Wagner, Johnson",2,-0.192232,-0.083005,,0,slow_starter
7457,"Cabrera Bello, Rafa",2,0.072182,0.116637,,0,fast_starter
863,"Daly, John",2,-0.327025,-0.180332,,0,slow_starter
12232,"Ishikawa, Ryo",2,0.376250,0.555160,0.000,1,fast_starter
9168,"McLachlin, Parker",2,0.132457,-0.077588,3.850,1,fast_starter
4052,"Westwood, Lee",2,-0.405582,-0.311485,,0,slow_starter
1435,"Poulter, Ian",2,-0.105982,-0.290323,,0,slow_starter
9531,"Wiesberger, Bernd",2,-0.629050,-0.353958,,0,slow_starter
5994,"Stenson, Henrik",2,0.555643,0.574364,0.000,1,fast_starter
7548,"McDowell, Graeme",2,0.050411,0.007511,,0,fast_starter
8117,"Kaymer, Martin",2,0.355625,-0.012539,,0,fast_starter
26013,"Nimmer, Bryson",2,-0.354145,-0.309875,,0,slow_starter
18770,"Rozner, Antoine",2,-0.036610,-0.078732,8.254,1,slow_starter
9883,"van der Walt, Dawie",2,-0.163824,-0.113526,5.163,1,slow_starter
18164,"Wolfe, Jared",2,0.299196,0.335768,0.000,1,fast_starter
6462,"Bohn, Jason",2,-0.013088,0.068280,0.000,1,slow_starter
12734,"Scrivener, Jason",2,-0.251625,-0.164323,,0,slow_starter
19866,"Horsfield, Sam",2,-0.580062,-0.456723,,0,slow_starter
19643,"Reeves, Seth",2,0.052543,0.147808,4.476,1,fast_starter
27996,"Cummins, Quade",2,0.718514,0.806933,2.414,1,fast_starter
